Species	BAN001.A0101.SG1.1_10M	BAN001.A0102.SG1.4_10M	CDM019.A0101.SG1.1_10M	CDM019.A0102.SG1.4_10M	CDM020.A0101.SG1.1_10M	CDM020.A0102.SG1.4_10M	FUM001.A0101.SG1.1_10M	FUM001.A0102.SG1.4_10M	FUM002.A0101.SG1.1_10M	FUM002.A0102.SG1.5_10M	FUM003.A0101.SG1.1_10M	FUM003.A0102.SG1.4_10M	GDN001.A0101.SG1.1_10M	GDN001.A0102.SG1.3_10M	GOY005.A0101.SG1.2_10M	GOY005.A0103.SG1.4_10M	GOY006.A0101.SG1.2_10M	GOY006.A0102.SG1.5_10M	GUE001.A0101.SG1.1_10M	GUE001.A0102.SG1.4_10M	PES001.B0101.SG1.3_10M	PES001.B0102.SG1.5_10M	SPM002.A0101.SG1.1_10M	SPM002.A0103.SG1.4_10M	VLD001.A0101.SG1.1_10M	VLD001.A0102.SG1.2_10M	ZAF001.A0101.SG1.1_10M	ZAF001.A0103.SG1.4_10M	BAN001.A0101.SG1.1_10M_over50bp	BAN001.A0101.SG1.1_10M_under50bp	BAN001.A0102.SG1.4_10M_over50bp	BAN001.A0102.SG1.4_10M_under50bp	CDM019.A0101.SG1.1_10M_over50bp	CDM019.A0101.SG1.1_10M_under50bp	CDM019.A0102.SG1.4_10M_over50bp	CDM019.A0102.SG1.4_10M_under50bp	CDM020.A0101.SG1.1_10M_over50bp	CDM020.A0101.SG1.1_10M_under50bp	CDM020.A0102.SG1.4_10M_over50bp	CDM020.A0102.SG1.4_10M_under50bp	FUM001.A0101.SG1.1_10M_over50bp	FUM001.A0101.SG1.1_10M_under50bp	FUM001.A0102.SG1.4_10M_over50bp	FUM001.A0102.SG1.4_10M_under50bp	FUM002.A0101.SG1.1_10M_over50bp	FUM002.A0101.SG1.1_10M_under50bp	FUM002.A0102.SG1.5_10M_over50bp	FUM002.A0102.SG1.5_10M_under50bp	FUM003.A0101.SG1.1_10M_over50bp	FUM003.A0101.SG1.1_10M_under50bp	FUM003.A0102.SG1.4_10M_over50bp	FUM003.A0102.SG1.4_10M_under50bp	GDN001.A0101.SG1.1_10M_over50bp	GDN001.A0101.SG1.1_10M_under50bp	GDN001.A0102.SG1.3_10M_over50bp	GDN001.A0102.SG1.3_10M_under50bp	GOY005.A0101.SG1.2_10M_over50bp	GOY005.A0101.SG1.2_10M_under50bp	GOY005.A0103.SG1.4_10M_over50bp	GOY005.A0103.SG1.4_10M_under50bp	GOY006.A0101.SG1.2_10M_over50bp	GOY006.A0101.SG1.2_10M_under50bp	GOY006.A0102.SG1.5_10M_over50bp	GOY006.A0102.SG1.5_10M_under50bp	GUE001.A0101.SG1.1_10M_over50bp	GUE001.A0101.SG1.1_10M_under50bp	GUE001.A0102.SG1.4_10M_over50bp	GUE001.A0102.SG1.4_10M_under50bp	PES001.B0101.SG1.3_10M_over50bp	PES001.B0101.SG1.3_10M_under50bp	PES001.B0102.SG1.5_10M_over50bp	PES001.B0102.SG1.5_10M_under50bp	SPM002.A0101.SG1.1_10M_over50bp	SPM002.A0101.SG1.1_10M_under50bp	SPM002.A0103.SG1.4_10M_over50bp	SPM002.A0103.SG1.4_10M_under50bp	VLD001.A0101.SG1.1_10M_over50bp	VLD001.A0101.SG1.1_10M_under50bp	VLD001.A0102.SG1.2_10M_over50bp	VLD001.A0102.SG1.2_10M_under50bp	ZAF001.A0101.SG1.1_10M_over50bp	ZAF001.A0101.SG1.1_10M_under50bp	ZAF001.A0103.SG1.4_10M_over50bp	ZAF001.A0103.SG1.4_10M_under50bp
Azonexus aromaticus	0	0	0	0	12	0	0	0	0	0	4284	1609	0	0	16	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	3700	584	1107	502	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Azonexus denitrificans	0	0	0	0	0	0	0	0	0	0	1556	588	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1358	198	386	202	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Azonexus fungiphilus	0	0	0	0	0	0	0	0	0	0	872	359	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	739	133	240	119	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Azonexus hortensis	0	0	0	0	0	0	13	0	11	11	3358	1331	0	0	0	0	87	52	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	3039	319	1000	331	0	0	0	0	0	0	0	0	77	10	33	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Azonexus hydrophilus	0	0	0	0	0	0	0	0	0	0	951	338	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	816	135	225	113	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Azonexus sp002345845	0	0	0	0	10	0	0	0	0	0	2245	805	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2012	233	555	250	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Azonexus sp002425245	0	0	0	0	0	0	0	0	0	0	1084	430	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	911	173	304	126	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Azonexus sp002440665	0	0	0	0	0	0	0	0	0	0	1602	527	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1411	191	380	147	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Azonexus sp002470165	0	0	0	0	0	0	0	0	0	0	5463	1985	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4793	670	1328	657	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Azonexus sp002840765	0	0	0	0	0	0	0	0	0	0	1956	731	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1694	262	506	225	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Azonexus sp002842145	0	0	0	0	0	0	0	0	0	0	3220	1155	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2810	410	758	397	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Azonexus sp003441615	0	0	0	0	0	0	0	0	0	0	1083	453	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	923	160	316	137	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Azonexus sp003583745	0	0	0	0	0	0	0	0	0	0	1750	701	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1478	272	465	236	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Azonexus sp004379165	0	0	0	0	0	0	0	0	0	0	2297	858	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1999	298	562	296	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Azonexus sp008711155	0	0	0	0	0	0	47	0	0	0	95884	29583	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	34	13	0	0	0	0	0	0	87772	8112	22163	7420	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Azonexus sp009469585	0	0	0	0	0	0	0	0	0	0	2594	889	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2274	320	615	274	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Azonexus sp009469615	0	0	0	0	0	0	0	0	0	0	7343	2597	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6558	785	1872	725	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Azonexus sp012026885	0	0	0	0	0	0	0	0	0	0	858	299	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	734	124	192	107	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Azonexus sp013335535	0	0	0	0	0	0	0	0	0	0	2044	757	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1803	241	531	226	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Azonexus sp013363835	0	0	0	0	0	0	0	0	0	0	1906	660	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1673	233	454	206	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Azonexus sp016705475	0	0	0	0	0	0	0	0	0	0	1314	477	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1158	156	338	139	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Azonexus sp016709495	0	0	0	0	0	0	0	0	0	0	11674	4334	13	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10324	1350	2978	1356	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Azonexus sp016709965	0	0	0	0	0	0	0	0	0	0	4382	1609	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3802	580	1073	536	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Azonexus sp016721185	0	0	0	0	0	0	0	0	0	0	951	331	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	812	139	231	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Azonexus sp016790815	0	0	0	0	0	0	0	0	0	0	2861	976	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2579	282	697	279	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Azonexus sp016790885	0	0	0	0	0	0	14	0	0	0	5977	2079	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	5182	795	1449	630	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Azonexus sp016791065	0	0	0	0	0	0	0	0	0	0	2491	942	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2190	301	635	307	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Azonexus sp016864195	0	0	0	0	0	0	0	0	0	0	1321	534	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1124	197	347	187	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Azonexus sp017983615	0	0	0	0	0	0	0	0	0	0	1775	632	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1499	276	428	204	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Azonexus sp017983755	0	0	0	0	0	0	0	0	0	0	954	329	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	816	138	227	102	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Azonexus sp018261895	0	0	0	0	0	0	0	0	0	0	1269	509	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1099	170	338	171	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Azonexus sp018261905	0	0	0	0	0	0	0	0	0	0	1183	455	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1013	170	300	155	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Azonexus sp018780195	0	0	0	0	0	0	0	0	0	0	2126	701	0	0	0	0	0	0	0	0	0	0	0	0	0	0	92	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1878	248	463	238	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	41	51	11	16
Azonexus sp018828385	0	0	0	0	0	0	0	0	0	0	2747	832	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2428	319	555	277	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Azonexus sp903922075	0	0	0	0	0	0	0	0	0	0	2427	892	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2078	349	593	299	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Azonexus sp903930395	0	0	0	0	0	0	0	0	0	0	1417	599	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1216	201	410	189	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Azonexus sp907163225	0	0	0	0	0	0	0	0	0	0	1447	569	0	0	11	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1254	193	384	185	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacillus O smithii	1022	369	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25	0	44	17	883	139	221	148	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	30	14	11	0
Bacteroides heparinolyticus	0	0	1785	1767	1592	1658	0	0	10	10	0	0	0	0	19	12	0	13	0	0	0	12	0	0	0	0	0	0	0	0	0	0	1283	502	1132	635	1098	494	1081	577	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Blastomonas delafieldii	0	0	0	0	0	0	688	61	0	0	16815	5293	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	552	136	39	22	0	0	0	0	14763	2052	3366	1927	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Brachymonas sp017993135	0	0	10	0	24	15	36	12	47	11	154	56	38	0	602	83	278	100	0	0	105	39	0	0	17	0	0	0	0	0	0	0	0	0	0	0	21	0	0	0	23	13	0	0	31	16	0	0	112	42	27	29	36	0	0	0	439	163	44	39	206	72	56	44	0	0	0	0	93	12	25	14	0	0	0	0	13	0	0	0	0	0	0	0
Brachymonas sp017996515	0	0	66	43	110	50	378	48	387	164	1263	346	144	29	5160	786	2438	838	0	0	973	347	0	0	51	0	0	0	0	0	0	0	58	0	37	0	95	15	35	15	258	120	28	20	288	99	90	74	914	349	199	147	120	24	23	0	3969	1191	473	313	1865	573	501	337	0	0	0	0	885	88	271	76	0	0	0	0	30	21	0	0	0	0	0	0
Brachymonas sp018054915	0	0	0	0	19	18	75	0	72	34	198	74	27	0	943	146	398	153	0	0	139	64	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	10	0	54	21	0	0	44	28	20	14	150	48	38	36	22	0	0	0	698	245	88	58	290	108	87	66	0	0	0	0	122	17	47	17	0	0	0	0	0	0	0	0	0	0	0	0
Brachyspira hampsonii	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	1501	1063	20	0	0	0	0	0	0	0	84	18	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1263	238	835	228	10	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	46	38	0	10
Bradyrhizobium sp001556045	40	0	0	0	0	0	89	0	0	0	3011	871	21	0	0	0	0	0	14	0	0	0	29	0	0	0	34	10	24	16	0	0	0	0	0	0	0	0	0	0	83	0	0	0	0	0	0	0	2628	383	575	296	10	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	18	0	0	0	0	0	0	21	13	0	0
Bradyrhizobium sp003020115	0	0	0	0	0	0	283	42	16	15	76	36	0	0	90	12	17	12	20	0	0	0	46	16	30	33	404	130	0	0	0	0	0	0	0	0	0	0	0	0	225	58	35	0	14	0	15	0	68	0	23	13	0	0	0	0	84	0	10	0	12	0	10	0	17	0	0	0	0	0	0	0	39	0	0	0	19	11	16	17	344	60	94	36
Brooklawnia sp000413315	0	0	11809	5624	41075	20247	2924	219	53873	18102	43774	10222	369	39	25493	3274	22733	5288	0	0	3132	1153	0	0	2033	348	456	78	0	0	0	0	9796	2013	3827	1797	32775	8300	13465	6782	1956	968	135	84	34010	19863	9265	8837	26493	17281	4438	5784	319	50	29	10	18731	6762	1610	1664	17014	5719	2869	2419	0	0	0	0	2686	446	796	357	0	0	0	0	1471	562	178	170	168	288	15	63
Bulleidia moorei	0	0	686	1394	317	593	50	0	212	224	16	12	0	0	18	16	33	49	0	0	0	14	0	0	0	0	33	0	0	0	0	0	575	111	1069	325	254	63	436	157	48	0	0	0	135	77	125	99	0	0	0	0	0	0	0	0	13	0	0	0	27	0	28	21	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	33	0	0	0
Bulleidia sp016812035	0	0	202	516	63	131	42	0	171	252	0	10	40	56	67	32	139	147	0	0	61	68	0	0	0	0	0	0	0	0	0	0	158	44	413	103	50	13	105	26	37	0	0	0	118	53	155	97	0	0	0	0	24	16	31	25	47	20	18	14	114	25	90	57	0	0	0	0	55	0	51	17	0	0	0	0	0	0	0	0	0	0	0	0
CAG-791 sp900625025	0	0	282	383	195	209	0	0	35	44	0	0	54	21	10	0	17	21	0	0	55	48	0	0	21	14	0	0	0	0	0	0	234	48	303	80	167	28	159	50	0	0	0	0	21	14	33	11	0	0	0	0	37	17	11	10	0	0	0	0	13	0	11	10	0	0	0	0	52	0	35	13	0	0	0	0	15	0	10	0	0	0	0	0
CAJPNN01 sp905372035	0	0	7080	13161	2225	3908	99	45	91	129	0	0	1213	923	121	69	446	589	0	0	1168	1438	0	0	37	31	0	0	0	0	0	0	5773	1307	9718	3443	1828	397	3040	868	59	40	20	25	50	41	69	60	0	0	0	0	875	338	510	413	80	41	36	33	288	158	282	307	0	0	0	0	993	175	1006	432	0	0	0	0	26	11	15	16	0	0	0	0
CAJPPJ01 sp905372515	0	0	15	84	292	1100	0	0	17	55	162	204	0	0	38	46	41	118	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	63	21	239	53	913	187	0	0	0	0	0	0	35	20	85	77	93	111	0	0	0	0	25	13	25	21	32	0	70	48	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CAJPQU01 sp905372875	0	0	5968	4296	1514	1095	513	62	22	12	0	0	163	46	59	16	338	157	0	0	1723	1101	0	0	132	50	0	0	0	0	0	0	5134	834	3214	1082	1247	267	783	312	284	229	40	22	15	0	0	0	0	0	0	0	137	26	24	22	33	26	10	0	232	106	96	61	0	0	0	0	1357	366	682	419	0	0	0	0	69	63	17	33	0	0	0	0
CAJPQU01 sp905373705	0	0	2392	1782	888	634	61	0	20	12	0	0	112	54	34	15	104	86	0	0	243	164	0	0	127	28	0	0	0	0	0	0	2069	323	1342	440	735	153	472	162	37	24	0	0	14	0	0	0	0	0	0	0	91	21	25	29	20	14	0	0	64	40	32	54	0	0	0	0	185	58	98	66	0	0	0	0	91	36	12	16	0	0	0	0
CAJPSE01 sp003860125	0	0	35946	17643	11063	6146	1698	216	1154	623	37	0	10808	2499	749	244	1822	1014	0	0	8994	4679	0	0	385	142	0	0	0	0	0	0	30270	5676	12580	5063	9204	1859	4410	1736	783	915	104	112	605	549	273	350	18	19	0	0	8176	2632	1226	1273	372	377	90	154	993	829	418	596	0	0	0	0	6665	2329	2778	1901	0	0	0	0	202	183	61	81	0	0	0	0
CAJPSE01 sp905373185	0	0	137478	60315	46764	22636	674	94	318	162	20	0	2703	716	1124	262	1808	863	0	0	5041	2812	0	0	248	78	11	0	0	0	0	0	116206	21272	43637	16678	38450	8314	15983	6653	316	358	28	66	162	156	69	93	0	12	0	0	1952	751	314	402	562	562	95	167	986	822	374	489	0	0	0	0	3581	1460	1534	1278	0	0	0	0	117	131	28	50	0	0	0	0
CSP1-1 sp001443365	0	0	0	0	0	0	81	17	31	52	382	275	0	0	0	0	0	0	214	61	0	0	0	0	0	0	852	402	0	0	0	0	0	0	0	0	0	0	0	0	70	11	12	0	29	0	43	0	334	48	181	94	0	0	0	0	0	0	0	0	0	0	0	0	196	18	38	23	0	0	0	0	0	0	0	0	0	0	0	0	484	368	153	249
Campylobacter A rectus	0	0	4680	4975	3435	3556	55	0	64	75	23	14	55	39	401	171	278	222	0	0	142	118	0	0	21	12	0	0	0	0	0	0	3636	1044	3503	1472	2580	855	2462	1094	24	31	0	0	21	43	26	49	12	11	0	11	28	27	15	24	214	187	68	103	145	133	98	124	0	0	0	0	93	49	68	50	0	0	0	0	12	0	0	0	0	0	0	0
Campylobacter A showae	0	0	2314	2244	9467	9166	202	51	375	427	117	92	15	0	2353	1123	1430	1133	0	0	552	489	0	0	26	18	15	0	0	0	0	0	1831	483	1565	679	7254	2213	6516	2650	79	123	18	33	156	219	157	270	50	67	35	57	13	0	0	0	1258	1095	471	652	823	607	485	648	0	0	0	0	341	211	261	228	0	0	0	0	15	11	0	12	10	0	0	0
Campylobacter A sp014253065	0	0	725	651	3234	3153	37	0	70	83	16	18	0	0	370	162	242	194	0	0	81	70	0	0	0	0	0	0	0	0	0	0	577	148	488	163	2489	745	2248	905	14	23	0	0	36	34	27	56	0	0	0	13	0	0	0	0	189	181	73	89	140	102	85	109	0	0	0	0	51	30	39	31	0	0	0	0	0	0	0	0	0	0	0	0
Campylobacter A sp905372745	0	0	380	374	1810	1737	15	0	49	57	12	11	0	0	266	125	160	125	0	0	57	48	0	0	0	0	0	0	0	0	0	0	285	95	279	95	1378	432	1222	515	0	14	0	0	23	26	29	28	0	0	0	0	0	0	0	0	139	127	54	71	103	57	60	65	0	0	0	0	39	18	20	28	0	0	0	0	0	0	0	0	0	0	0	0
Campylobacter B gracilis	0	0	1809	1645	1421	1345	244	56	37	35	10	0	19	19	635	230	412	213	0	0	224	173	0	0	138	47	26	0	0	0	0	0	1473	336	1197	448	1077	344	960	385	158	86	31	25	16	21	17	18	0	0	0	0	16	0	0	12	360	275	95	135	257	155	114	99	0	0	0	0	171	53	90	83	0	0	0	0	86	52	22	25	21	0	0	0
Campylobacter B sp900539505	0	0	1420	1181	1022	956	239	41	40	29	12	0	26	0	549	179	353	210	0	0	124	137	0	0	104	58	0	0	0	0	0	0	1160	260	828	353	768	254	668	288	123	116	15	26	23	17	16	13	0	0	0	0	18	0	0	0	314	235	68	111	223	130	103	107	0	0	0	0	77	47	74	63	0	0	0	0	54	50	29	29	0	0	0	0
Campylobacter B sp905373215	0	0	1165	1012	892	826	242	23	30	28	0	0	16	0	408	141	257	149	0	0	116	92	0	0	57	32	0	0	0	0	0	0	928	237	716	296	688	204	558	268	115	127	11	12	18	12	13	15	0	0	0	0	12	0	0	0	229	179	52	89	160	97	71	78	0	0	0	0	82	34	58	34	0	0	0	0	32	25	15	17	0	0	0	0
Campylobacter B sp905373295	0	0	1121	956	873	732	240	32	33	23	13	0	22	10	496	169	274	159	0	0	151	108	0	0	100	32	13	0	0	0	0	0	926	195	665	291	670	203	511	221	139	101	0	23	12	21	11	12	0	0	0	0	15	0	0	0	296	200	69	100	180	94	84	75	0	0	0	0	106	45	59	49	0	0	0	0	66	34	0	25	13	0	0	0
Capnocytophaga bilenii	0	0	44	68	1447	2167	0	0	0	12	11	10	0	0	110	115	60	96	0	0	15	27	0	0	0	0	0	0	0	0	0	0	32	12	44	24	1087	360	1544	623	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	61	49	39	76	36	24	50	46	0	0	0	0	11	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0
