Species	BAN001.A0101.SG1.1_10M	BAN001.A0102.SG1.4_10M	CDM019.A0101.SG1.1_10M	CDM019.A0102.SG1.4_10M	CDM020.A0101.SG1.1_10M	CDM020.A0102.SG1.4_10M	FUM001.A0101.SG1.1_10M	FUM001.A0102.SG1.4_10M	FUM002.A0101.SG1.1_10M	FUM002.A0102.SG1.5_10M	FUM003.A0101.SG1.1_10M	FUM003.A0102.SG1.4_10M	GDN001.A0101.SG1.1_10M	GDN001.A0102.SG1.3_10M	GOY005.A0101.SG1.2_10M	GOY005.A0103.SG1.4_10M	GOY006.A0101.SG1.2_10M	GOY006.A0102.SG1.5_10M	GUE001.A0101.SG1.1_10M	GUE001.A0102.SG1.4_10M	PES001.B0101.SG1.3_10M	PES001.B0102.SG1.5_10M	SPM002.A0101.SG1.1_10M	SPM002.A0103.SG1.4_10M	VLD001.A0101.SG1.1_10M	VLD001.A0102.SG1.2_10M	ZAF001.A0101.SG1.1_10M	ZAF001.A0103.SG1.4_10M	BAN001.A0101.SG1.1_10M_over50bp	BAN001.A0101.SG1.1_10M_under50bp	BAN001.A0102.SG1.4_10M_over50bp	BAN001.A0102.SG1.4_10M_under50bp	CDM019.A0101.SG1.1_10M_over50bp	CDM019.A0101.SG1.1_10M_under50bp	CDM019.A0102.SG1.4_10M_over50bp	CDM019.A0102.SG1.4_10M_under50bp	CDM020.A0101.SG1.1_10M_over50bp	CDM020.A0101.SG1.1_10M_under50bp	CDM020.A0102.SG1.4_10M_over50bp	CDM020.A0102.SG1.4_10M_under50bp	FUM001.A0101.SG1.1_10M_over50bp	FUM001.A0101.SG1.1_10M_under50bp	FUM001.A0102.SG1.4_10M_over50bp	FUM001.A0102.SG1.4_10M_under50bp	FUM002.A0101.SG1.1_10M_over50bp	FUM002.A0101.SG1.1_10M_under50bp	FUM002.A0102.SG1.5_10M_over50bp	FUM002.A0102.SG1.5_10M_under50bp	FUM003.A0101.SG1.1_10M_over50bp	FUM003.A0101.SG1.1_10M_under50bp	FUM003.A0102.SG1.4_10M_over50bp	FUM003.A0102.SG1.4_10M_under50bp	GDN001.A0101.SG1.1_10M_over50bp	GDN001.A0101.SG1.1_10M_under50bp	GDN001.A0102.SG1.3_10M_over50bp	GDN001.A0102.SG1.3_10M_under50bp	GOY005.A0101.SG1.2_10M_over50bp	GOY005.A0101.SG1.2_10M_under50bp	GOY005.A0103.SG1.4_10M_over50bp	GOY005.A0103.SG1.4_10M_under50bp	GOY006.A0101.SG1.2_10M_over50bp	GOY006.A0101.SG1.2_10M_under50bp	GOY006.A0102.SG1.5_10M_over50bp	GOY006.A0102.SG1.5_10M_under50bp	GUE001.A0101.SG1.1_10M_over50bp	GUE001.A0101.SG1.1_10M_under50bp	GUE001.A0102.SG1.4_10M_over50bp	GUE001.A0102.SG1.4_10M_under50bp	PES001.B0101.SG1.3_10M_over50bp	PES001.B0101.SG1.3_10M_under50bp	PES001.B0102.SG1.5_10M_over50bp	PES001.B0102.SG1.5_10M_under50bp	SPM002.A0101.SG1.1_10M_over50bp	SPM002.A0101.SG1.1_10M_under50bp	SPM002.A0103.SG1.4_10M_over50bp	SPM002.A0103.SG1.4_10M_under50bp	VLD001.A0101.SG1.1_10M_over50bp	VLD001.A0101.SG1.1_10M_under50bp	VLD001.A0102.SG1.2_10M_over50bp	VLD001.A0102.SG1.2_10M_under50bp	ZAF001.A0101.SG1.1_10M_over50bp	ZAF001.A0101.SG1.1_10M_under50bp	ZAF001.A0103.SG1.4_10M_over50bp	ZAF001.A0103.SG1.4_10M_under50bp
Moraxella A osloensis	20	31	0	0	0	0	1159	167	70	32	601	159	87	13	154	17	3281	1441	108	18	21	12	142	20	47	13	431	92	18	0	14	17	0	0	0	0	0	0	0	0	1046	113	130	37	67	0	25	0	562	39	124	35	86	0	0	0	145	0	15	0	2987	294	1117	324	102	0	0	12	21	0	11	0	107	35	17	0	42	0	0	0	354	77	59	33
Moraxella A sp002478835	21	22	0	0	0	0	875	100	25	24	360	106	84	19	134	12	1993	969	97	15	146	99	112	17	23	11	364	74	16	0	12	10	0	0	0	0	0	0	0	0	800	75	78	22	21	0	18	0	331	29	85	21	81	0	10	0	124	10	0	0	1805	188	755	214	90	0	0	0	143	0	82	17	107	0	0	10	12	11	0	0	305	59	45	29
Muriiphilus lacisalsi	0	0	0	0	0	0	69	10	0	0	0	0	0	0	0	0	4331	3102	11	0	0	0	0	0	0	0	304	76	0	0	0	0	0	0	0	0	0	0	0	0	66	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3745	586	2434	668	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	185	119	47	29
Murimonas intestini	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	709	362	0	0	0	0	0	0	0	0	89	23	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	597	112	276	86	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	53	36	0	14
Mycobacterium gordonae	124	19	0	0	0	0	52	26	0	0	23	0	155	30	17	0	0	0	712	24	0	0	859	55	88	23	487	68	115	0	0	14	0	0	0	0	0	0	0	0	39	13	15	11	0	0	0	0	19	0	0	0	114	41	14	16	17	0	0	0	0	0	0	0	641	71	14	10	0	0	0	0	755	104	27	28	74	14	10	13	440	47	32	36
NS-12 sp005877565	0	0	0	0	0	0	50	12	0	0	869	212	59	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	35	15	0	0	0	0	0	0	793	76	160	52	59	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NS-12 sp005877615	0	0	0	0	0	0	62	14	0	0	763	183	154	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	48	14	0	0	0	0	0	0	687	76	131	52	147	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Nanoperiomorbus periodonticus	0	0	4122	3702	802	863	71	26	17	20	0	0	53	11	32	20	62	34	0	0	636	447	0	0	976	371	0	0	0	0	0	0	3640	482	2862	840	702	100	666	197	33	38	11	15	0	0	12	0	0	0	0	0	41	12	0	0	17	15	0	13	41	21	16	18	0	0	0	0	530	106	303	144	0	0	0	0	568	408	165	206	0	0	0	0
Nanoperiomorbus sp013333515	0	0	4471	4065	900	798	156	35	49	41	0	0	82	40	34	24	75	45	0	0	832	597	0	0	1921	648	0	0	0	0	0	0	3933	538	3150	915	805	95	638	160	73	83	15	20	25	24	21	20	0	0	0	0	67	15	24	16	15	19	11	13	58	17	25	20	0	0	0	0	701	131	409	188	0	0	0	0	1236	685	316	332	0	0	0	0
Nanoperiomorbus sp905365345	0	0	4610	4073	906	811	203	24	22	24	0	0	56	22	43	20	88	45	0	0	854	563	0	0	1235	493	0	0	0	0	0	0	4056	554	3172	901	790	116	607	204	97	106	13	11	10	12	12	12	0	0	0	0	35	21	14	0	21	22	0	14	64	24	26	19	0	0	0	0	729	125	391	172	0	0	0	0	692	543	209	284	0	0	0	0
Nanoperiomorbus sp905372225	0	0	4459	4325	882	789	111	17	34	21	0	0	52	23	31	11	74	44	0	0	765	487	0	0	1109	426	0	0	0	0	0	0	3892	567	3393	932	772	110	609	180	71	40	12	0	18	16	11	10	0	0	0	0	41	11	0	15	16	15	0	0	43	31	24	20	0	0	0	0	640	125	330	157	0	0	0	0	644	465	168	258	0	0	0	0
Nanoperiomorbus sp905373275	0	0	4427	3932	909	807	89	25	21	14	0	0	52	14	41	12	60	32	0	0	726	516	0	0	1113	399	0	0	0	0	0	0	3904	523	3039	893	802	107	618	189	48	41	14	11	14	0	0	0	0	0	0	0	42	10	0	0	17	24	0	0	34	26	15	17	0	0	0	0	619	107	357	159	0	0	0	0	632	481	180	219	0	0	0	0
Nanoperiomorbus sp905373385	0	0	5085	4767	1029	970	102	31	21	19	0	0	19	19	33	17	77	44	0	0	815	633	0	0	1192	464	0	0	0	0	0	0	4462	623	3725	1042	904	125	760	210	55	47	13	18	0	13	0	11	0	0	0	0	16	0	0	10	18	15	0	10	48	29	23	21	0	0	0	0	685	130	438	195	0	0	0	0	706	486	175	289	0	0	0	0
Nanosynbacter lyticus	0	0	1033	951	1110	1039	237	42	760	577	566	256	1341	367	951	392	2371	1382	0	0	448	306	0	0	188	65	0	0	0	0	0	0	920	113	757	194	981	129	834	205	126	111	23	19	488	272	336	241	373	193	133	123	1162	179	211	156	680	271	222	170	1809	562	828	554	0	0	0	0	382	66	225	81	0	0	0	0	97	91	30	35	0	0	0	0
Nanosynbacter sp005697215	0	0	1408	1218	2105	1648	167	32	484	298	92	32	1132	320	212	61	467	224	0	0	376	255	0	0	156	55	0	0	0	0	0	0	1235	173	955	263	1786	319	1247	401	89	78	15	17	306	178	160	138	50	42	0	23	871	261	183	137	130	82	31	30	333	134	123	101	0	0	0	0	321	55	172	83	0	0	0	0	93	63	24	31	0	0	0	0
Nanosynbacter sp005697565	0	0	684	551	1360	1119	146	30	4493	3437	438	228	679	256	656	192	1086	570	0	0	1296	856	0	0	102	50	0	0	0	0	0	0	601	83	422	129	1174	186	885	234	112	34	11	19	2878	1615	1951	1486	277	161	115	113	510	169	141	115	446	210	104	88	790	296	336	234	0	0	0	0	1114	182	631	225	0	0	0	0	48	54	19	31	0	0	0	0
Nanosynbacter sp010202115	0	0	1311	1095	1920	1347	183	20	506	325	110	58	807	217	320	107	523	243	0	0	489	271	0	0	100	36	0	0	0	0	0	0	1138	173	865	230	1645	275	1004	343	96	87	0	13	319	187	163	162	65	45	30	28	670	137	126	91	199	121	49	58	350	173	130	113	0	0	0	0	397	92	180	91	0	0	0	0	57	43	20	16	0	0	0	0
Nanosynbacter sp010202465	0	0	952	881	1358	1081	118	17	382	252	100	45	732	161	170	59	376	177	0	0	281	187	0	0	92	34	0	0	0	0	0	0	840	112	668	213	1158	200	803	278	54	64	11	0	256	126	131	121	56	44	27	18	556	176	104	57	109	61	34	25	255	121	94	83	0	0	0	0	233	48	115	72	0	0	0	0	62	30	14	20	0	0	0	0
Nanosynbacter sp010202645	0	0	1712	1240	2129	1687	115	24	412	244	90	26	906	221	212	57	528	193	0	0	422	228	0	0	120	55	0	0	0	0	0	0	1498	214	949	291	1826	303	1260	427	53	62	0	16	254	158	125	119	62	28	0	18	778	128	136	85	137	75	25	32	378	150	117	76	0	0	0	0	353	69	157	71	0	0	0	0	79	41	23	32	0	0	0	0
Nanosynbacter sp010202845	0	0	1551	1076	2301	1745	179	27	450	244	100	35	1215	307	224	58	490	219	0	0	356	227	0	0	131	49	0	0	0	0	0	0	1341	210	829	247	1934	367	1335	410	94	85	13	14	275	175	137	107	59	41	15	20	1010	205	168	139	138	86	29	29	323	167	117	102	0	0	0	0	288	68	153	74	0	0	0	0	74	57	19	30	0	0	0	0
Nanosynbacter sp013099015	0	0	1794	1426	2673	2211	146	24	495	344	138	49	860	243	271	89	562	233	0	0	557	288	0	0	479	157	0	0	0	0	0	0	1550	244	1135	291	2248	425	1655	556	93	53	12	12	308	187	184	160	84	54	25	24	683	177	152	91	172	99	43	46	369	193	140	93	0	0	0	0	468	89	199	89	0	0	0	0	368	111	100	57	0	0	0	0
Nanosynbacter sp013099195	0	0	1235	1012	1825	1548	175	20	495	334	112	24	1040	274	248	74	515	261	0	0	379	251	0	0	152	48	0	0	0	0	0	0	1062	173	790	222	1566	259	1191	357	103	72	12	0	300	195	175	159	62	50	0	18	838	202	177	97	163	85	42	32	357	158	136	125	0	0	0	0	327	52	162	89	0	0	0	0	81	71	16	32	0	0	0	0
Nanosynbacter sp013100805	0	0	1529	1111	2333	1908	194	23	411	252	91	31	863	293	196	67	461	222	0	0	426	284	0	0	135	56	0	0	0	0	0	0	1344	185	842	269	1969	364	1446	462	111	83	0	16	256	155	125	127	54	37	11	20	696	167	166	127	115	81	29	38	310	151	122	100	0	0	0	0	349	77	194	90	0	0	0	0	85	50	31	25	0	0	0	0
Nanosynbacter sp013100825	0	0	727	610	1352	1036	162	22	504	271	101	37	795	172	208	43	451	201	0	0	362	202	0	0	115	47	10	0	0	0	0	0	632	95	458	152	1170	182	794	242	86	76	13	0	299	205	139	132	51	50	10	27	668	127	112	60	130	78	19	24	314	137	110	91	0	0	0	0	304	58	143	59	0	0	0	0	72	43	24	23	0	0	0	0
Nanosynbacter sp013333695	0	0	1383	1081	2036	1690	158	21	332	203	91	32	969	273	191	47	441	243	0	0	393	225	0	0	129	48	0	0	0	0	0	0	1200	183	818	263	1747	289	1301	389	72	86	0	13	205	127	123	80	52	39	23	0	813	156	175	98	125	66	27	20	295	146	142	101	0	0	0	0	330	63	155	70	0	0	0	0	71	58	21	27	0	0	0	0
Nanosynbacter sp015257635	0	0	262	304	198	219	0	0	44	32	0	0	62	13	15	0	39	23	0	0	15	0	0	0	18	0	21	0	0	0	0	0	229	33	242	62	172	26	185	34	0	0	0	0	23	21	18	14	0	0	0	0	38	24	0	0	11	0	0	0	27	12	14	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	17	0	0	0
Nanosynbacter sp905372305	0	0	19292	19190	7151	6718	1330	193	1207	763	199	70	16963	5188	506	169	2786	1320	0	0	2516	1749	0	0	2280	890	24	0	0	0	0	0	17166	2126	15510	3680	6215	936	5302	1416	628	702	95	98	782	425	462	301	108	91	31	39	13980	2983	3208	1980	350	156	79	90	2062	724	732	588	0	0	0	0	2156	360	1296	453	0	0	0	0	1391	889	380	510	0	15	0	0
Nanosynbacter sp905372835	0	0	991	808	1329	1170	174	30	5142	3600	567	211	752	248	704	223	1199	631	0	0	1467	1065	0	0	130	48	0	0	0	0	0	0	846	145	621	187	1145	184	928	242	108	66	17	13	3313	1829	2066	1534	370	197	115	96	631	121	161	87	493	211	110	113	878	321	368	263	0	0	0	0	1277	190	779	286	0	0	0	0	73	57	25	23	0	0	0	0
Nanosynbacter sp905373315	0	0	371	261	539	447	88	16	5670	4024	602	239	283	98	781	227	1152	597	0	0	1519	1030	0	0	65	23	0	0	0	0	0	0	324	47	207	54	460	79	342	105	57	31	0	10	3737	1933	2350	1674	388	214	126	113	217	66	62	36	543	238	116	111	847	305	353	244	0	0	0	0	1291	228	769	261	0	0	0	0	39	26	11	12	0	0	0	0
Nanosynbacter sp905373795	0	0	20159	19125	7506	7010	1030	192	1043	685	148	67	15428	4654	451	140	2345	1115	0	0	2289	1524	0	0	2211	910	13	0	0	0	0	0	18024	2135	15543	3582	6538	968	5539	1471	520	510	90	102	689	354	375	310	95	53	28	39	12952	2476	2839	1815	307	144	83	57	1745	600	625	490	0	0	0	0	2000	289	1139	385	0	0	0	0	1357	854	419	491	0	0	0	0
Negativicoccus succinicivorans	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2222	262	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1788	434	144	118
Neisseria cerebrosa	0	0	15	10	466	401	0	0	78	82	0	0	0	0	353	114	61	34	0	0	103	49	0	0	0	0	36	0	0	0	0	0	11	0	0	0	366	100	275	126	0	0	0	0	34	44	30	52	0	0	0	0	0	0	0	0	182	171	46	68	33	28	16	18	0	0	0	0	75	28	25	24	0	0	0	0	0	0	0	0	33	0	0	0
Neisseria elongata	0	0	262	183	8941	5968	47	0	1842	1285	353	135	0	0	11281	2636	1813	893	16	0	883	511	0	0	0	0	22	0	0	0	0	0	220	42	118	65	7018	1923	4101	1867	34	13	0	0	1006	836	613	672	206	147	55	80	0	0	0	0	7092	4189	1203	1433	1088	725	387	506	16	0	0	0	705	178	297	214	0	0	0	0	0	0	0	0	17	0	0	0
Neisseria lactamica	0	0	26	25	754	595	23	0	78	62	15	0	0	0	1318	527	205	113	0	0	355	246	0	0	0	0	23	0	0	0	0	0	19	0	17	0	569	185	413	182	21	0	0	0	34	44	14	48	10	0	0	0	0	0	0	0	734	584	199	328	108	97	55	58	0	0	0	0	248	107	140	106	0	0	0	0	0	0	0	0	21	0	0	0
Neisseria macacae	0	0	13	0	291	251	17	0	34	22	11	0	0	0	394	160	79	51	0	0	121	74	0	0	0	0	0	0	0	0	0	0	12	0	0	0	224	67	177	74	13	0	0	0	11	23	10	12	0	0	0	0	0	0	0	0	208	186	60	100	49	30	29	22	0	0	0	0	82	39	42	32	0	0	0	0	0	0	0	0	0	0	0	0
Neisseria mucosa	0	0	31	25	1654	1355	27	0	148	135	66	20	0	0	1703	619	288	203	0	0	437	332	0	0	12	0	130	22	0	0	0	0	24	0	19	0	1245	409	936	419	16	11	0	0	56	92	57	78	38	28	0	16	0	0	0	0	905	798	264	355	179	109	82	121	0	0	0	0	313	124	183	149	0	0	0	0	10	0	0	0	104	26	15	0
Neisseria sicca	0	0	92	91	4762	3697	53	0	443	454	132	54	0	0	5942	2477	880	665	21	0	1744	1230	12	0	16	0	163	25	0	0	0	0	69	23	60	31	3653	1109	2541	1156	37	16	0	0	202	241	174	280	69	63	25	29	0	0	0	0	3180	2762	1056	1421	531	349	298	367	17	0	0	0	1289	455	712	518	0	0	0	0	15	0	0	0	131	32	17	0
Neisseria sp000090875	0	0	396	280	4650	3514	33	0	91	70	25	26	0	0	2955	1198	317	195	0	0	1285	919	12	0	11	0	27	0	0	0	0	0	309	87	190	90	3533	1117	2412	1102	29	0	0	0	36	55	32	38	0	17	0	24	0	0	0	0	1394	1561	471	727	172	145	86	109	0	0	0	0	829	456	454	465	12	0	0	0	0	0	0	0	22	0	0	0
Neisseria sp000227275	0	0	25	0	257	184	47	0	30	23	0	0	0	0	467	183	75	46	0	0	120	82	0	0	0	0	15	0	0	0	0	0	17	0	0	0	192	65	135	49	41	0	0	0	14	16	0	16	0	0	0	0	0	0	0	0	259	208	77	106	41	34	23	23	0	0	0	0	84	36	45	37	0	0	0	0	0	0	0	0	10	0	0	0
Neisseria sp000952795	0	0	14	0	325	292	14	0	19	29	11	0	0	0	318	99	54	41	0	0	87	59	0	0	0	0	25	0	0	0	0	0	12	0	0	0	256	69	212	80	11	0	0	0	11	0	12	17	0	0	0	0	0	0	0	0	153	165	38	61	19	35	20	21	0	0	0	0	65	22	29	30	0	0	0	0	0	0	0	0	23	0	0	0
Neisseria sp001809325	0	0	25	18	790	629	0	0	78	63	19	10	0	0	1258	563	194	145	0	0	371	262	0	0	0	0	17	0	0	0	0	0	18	0	14	0	595	195	447	182	0	0	0	0	31	47	21	42	0	11	0	0	0	0	0	0	668	590	260	303	114	80	64	81	0	0	0	0	261	110	157	105	0	0	0	0	0	0	0	0	0	0	0	0
Neisseria sp001815675	0	0	0	0	228	184	0	0	35	30	0	0	0	0	415	154	66	56	0	0	137	84	0	0	0	0	16	0	0	0	0	0	0	0	0	0	169	59	135	49	0	0	0	0	15	20	11	19	0	0	0	0	0	0	0	0	214	201	61	93	37	29	22	34	0	0	0	0	106	31	56	28	0	0	0	0	0	0	0	0	10	0	0	0
Neoactinobaculum massilliense	0	0	0	0	0	0	661	55	39	11	344	70	39	0	0	0	0	0	0	0	16	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	597	64	43	12	32	0	0	0	303	41	40	30	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Nitratireductor C aestuarii	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1037	921	12	0	0	0	0	0	0	0	25	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	877	160	640	281	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0
Olsenella F profusa	0	0	201	102	150	62	109	0	41	14	18	0	271	24	11	0	22	0	0	0	171	67	0	0	443	74	13	0	0	0	0	0	168	33	71	31	127	23	40	22	75	34	0	0	29	12	0	0	15	0	0	0	242	29	12	12	0	0	0	0	16	0	0	0	0	0	0	0	140	31	38	29	0	0	0	0	295	148	42	32	11	0	0	0
Olsenella F sp001189515	0	0	347305	173922	173264	87993	52201	4163	14201	5404	75	27	66998	9740	3038	582	6411	1813	0	0	50259	21952	0	0	155508	26748	380	95	0	0	0	0	312557	34748	132737	41185	152682	20582	65793	22200	34962	17239	2252	1911	9884	4317	3177	2227	63	12	17	10	56209	10789	5898	3842	1855	1183	264	318	4338	2073	895	918	0	0	0	0	42281	7978	15073	6879	0	0	0	0	112742	42766	13942	12806	158	222	17	78
Olsenella I phocaeensis	0	0	377	174	179	91	151	0	58	13	0	0	224	32	0	0	26	0	0	0	140	70	0	0	482	84	0	0	0	0	0	0	327	50	129	45	148	31	62	29	97	54	0	0	40	18	0	0	0	0	0	0	167	57	17	15	0	0	0	0	16	10	0	0	0	0	0	0	115	25	45	25	0	0	0	0	331	151	38	46	0	0	0	0
Olsenella uli	0	0	3027	1273	225	123	76	0	27	0	0	0	212	27	11	0	18	0	0	0	113	46	0	0	275	45	0	0	0	0	0	0	2672	355	917	356	188	37	79	44	46	30	0	0	18	0	0	0	0	0	0	0	154	58	12	15	0	0	0	0	13	0	0	0	0	0	0	0	95	18	29	17	0	0	0	0	200	75	19	26	0	0	0	0
Oribacterium sp000160135	0	0	270	214	159	137	19	0	13	10	0	0	22	0	11	0	19	12	0	0	239	153	0	0	13	0	27	0	0	0	0	0	223	47	157	57	124	35	107	30	19	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	13	0	0	0	0	0	0	0	197	42	99	54	0	0	0	0	0	0	0	0	22	0	0	0
Oribacterium sp013394775	0	0	2423	2868	353	434	0	0	0	0	0	0	0	12	0	0	15	14	0	0	28	18	0	0	11	0	0	0	0	0	0	0	2008	415	2059	809	291	62	324	110	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	23	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0
Ottowia sp001262075	0	0	7857	3367	260356	116146	37	0	49	18	155	61	44	0	628	148	5227	2127	10	0	1244	673	0	0	10	0	0	0	0	0	0	0	6078	1779	2123	1244	203032	57324	77808	38338	19	18	0	0	29	20	11	0	105	50	22	39	33	11	0	0	426	202	74	74	2785	2442	813	1314	10	0	0	0	744	500	302	371	0	0	0	0	0	0	0	0	0	0	0	0
Ottowia sp003859965	0	0	33	0	322	135	90	0	142	43	365	113	40	0	1666	219	837	224	0	0	315	89	0	0	18	0	0	0	0	0	0	0	26	0	0	0	236	86	86	49	40	50	0	0	99	43	24	19	247	118	54	59	33	0	0	0	1257	409	124	95	617	220	129	95	0	0	0	0	277	38	68	21	0	0	0	0	14	0	0	0	0	0	0	0
Paenibacillus C sp001428245	0	0	0	0	0	0	31	0	0	0	0	0	45	0	0	0	98	40	1724	49	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28	0	0	0	0	0	0	0	0	0	0	0	45	0	0	0	0	0	0	0	85	13	30	10	1666	58	40	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Palsa-1315 sp005877535	0	0	0	0	0	0	183	24	0	0	967	315	2736	259	0	0	0	0	1969	53	19	13	0	0	0	0	757	100	0	0	0	0	0	0	0	0	0	0	0	0	150	33	16	0	0	0	0	0	879	88	231	84	2598	138	180	79	0	0	0	0	0	0	0	0	1838	131	44	0	19	0	12	0	0	0	0	0	0	0	0	0	387	370	33	67
Pantoea agglomerans	48	11	0	0	0	0	44	0	0	0	14	0	22	0	119	0	16	0	19	0	4534	1916	0	0	14	0	28	0	26	22	0	0	0	0	0	0	0	0	0	0	26	18	0	0	0	0	0	0	13	0	0	0	20	0	0	0	111	0	0	0	12	0	0	0	15	0	0	0	4424	110	1617	299	0	0	0	0	11	0	0	0	15	13	0	0
Pantoea brenneri	0	0	0	0	0	0	93	0	0	0	13	0	0	0	1033	79	0	0	14	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	67	26	0	0	0	0	0	0	12	0	0	0	0	0	0	0	968	65	50	29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0
Paraburkholderia sp001319865	1217	219	0	0	0	0	0	0	0	0	0	0	0	0	97	27	0	0	0	0	0	0	0	0	0	0	0	0	1014	203	134	85	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	90	0	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Paracoccus aeridis	0	0	0	0	0	0	1455	63	18	0	268	34	71	0	61	0	27	0	43	0	0	0	53	0	0	0	54	0	0	0	0	0	0	0	0	0	0	0	0	0	1295	160	43	20	16	0	0	0	232	36	24	10	62	0	0	0	51	10	0	0	20	0	0	0	30	13	0	0	0	0	0	0	38	15	0	0	0	0	0	0	40	14	0	0
Paracoccus marcusii	20	0	0	0	0	0	828	52	11	0	85	16	83	0	176	14	65	16	32	0	50	12	118	15	36	0	317	28	15	0	0	0	0	0	0	0	0	0	0	0	742	86	41	11	10	0	0	0	71	14	14	0	70	13	0	0	154	22	0	0	48	17	12	0	25	0	0	0	49	0	0	0	107	11	11	0	32	0	0	0	215	102	13	15
Paracoccus salipaludis	0	0	0	0	0	0	1485	58	10	0	79	10	17	0	29	0	12	0	20	0	0	0	11	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	1369	116	44	14	10	0	0	0	74	0	0	0	16	0	0	0	27	0	0	0	11	0	0	0	17	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0
Paracoccus yeei	0	0	0	0	0	0	903	35	0	0	65	10	13	0	49	0	20	0	21	0	0	0	28	0	0	0	39	0	0	0	0	0	0	0	0	0	0	0	0	0	801	102	25	10	0	0	0	0	57	0	0	0	13	0	0	0	43	0	0	0	18	0	0	0	19	0	0	0	0	0	0	0	28	0	0	0	0	0	0	0	27	12	0	0
Paraeggerthella hongkongensis	0	0	213	127	55	34	0	0	290	125	0	0	45	0	44	0	52	25	0	0	16	0	0	0	132	23	0	0	0	0	0	0	191	22	98	29	50	0	31	0	0	0	0	0	197	93	81	44	0	0	0	0	45	0	0	0	35	0	0	0	43	0	13	12	0	0	0	0	16	0	0	0	0	0	0	0	93	39	10	13	0	0	0	0
Pararheinheimera mesophila	0	0	0	0	0	0	19	0	0	0	0	0	0	0	3138	515	0	0	0	0	0	0	37	0	173	72	95	28	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2723	415	392	123	0	0	0	0	0	0	0	0	0	0	0	0	16	21	0	0	131	42	37	35	66	29	18	10
Pararheinheimera tangshanensis	14	15	0	0	0	0	46	0	0	0	14	13	20	0	158	21	16	11	17	0	37	23	73	17	486	143	100	18	0	0	0	10	0	0	0	0	0	0	0	0	37	0	0	0	0	0	0	0	13	0	0	0	12	0	0	0	136	22	16	0	16	0	0	0	11	0	0	0	35	0	19	0	61	12	11	0	368	118	84	59	74	26	0	12
Pararhizobium sp900468065	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1544	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1422	122	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
