number_of_duplications	unique_reads	Sequencing_ID	read_type	Strandedness	Library_ID
1	294834	GOY005.A0101.SG1.2_5M	merged	Double	GOY005.A0101_5M
2	2617	GOY005.A0101.SG1.2_5M	merged	Double	GOY005.A0101_5M
3	25	GOY005.A0101.SG1.2_5M	merged	Double	GOY005.A0101_5M
1	207789	GOY005.A0103.SG1.4_5M	merged	Single	GOY005.A0103_5M
2	2441	GOY005.A0103.SG1.4_5M	merged	Single	GOY005.A0103_5M
3	18	GOY005.A0103.SG1.4_5M	merged	Single	GOY005.A0103_5M
1	326281	GOY006.A0101.SG1.2_5M	merged	Double	GOY006.A0101_5M
2	1239	GOY006.A0101.SG1.2_5M	merged	Double	GOY006.A0101_5M
3	3	GOY006.A0101.SG1.2_5M	merged	Double	GOY006.A0101_5M
1	222940	GOY006.A0102.SG1.5_5M	merged	Single	GOY006.A0102_5M
2	2653	GOY006.A0102.SG1.5_5M	merged	Single	GOY006.A0102_5M
3	18	GOY006.A0102.SG1.5_5M	merged	Single	GOY006.A0102_5M
1	530587	PES001.B0101.SG1.3_5M	merged	Double	PES001.B0101_5M
2	7117	PES001.B0101.SG1.3_5M	merged	Double	PES001.B0101_5M
3	80	PES001.B0101.SG1.3_5M	merged	Double	PES001.B0101_5M
4	1	PES001.B0101.SG1.3_5M	merged	Double	PES001.B0101_5M
1	428896	PES001.B0102.SG1.5_5M	merged	Single	PES001.B0102_5M
2	4090	PES001.B0102.SG1.5_5M	merged	Single	PES001.B0102_5M
3	21	PES001.B0102.SG1.5_5M	merged	Single	PES001.B0102_5M
1	325486	VLD001.A0101.SG1.1_5M	merged	Double	VLD001.A0101_5M
2	29418	VLD001.A0101.SG1.1_5M	merged	Double	VLD001.A0101_5M
3	2699	VLD001.A0101.SG1.1_5M	merged	Double	VLD001.A0101_5M
4	248	VLD001.A0101.SG1.1_5M	merged	Double	VLD001.A0101_5M
5	21	VLD001.A0101.SG1.1_5M	merged	Double	VLD001.A0101_5M
6	1	VLD001.A0101.SG1.1_5M	merged	Double	VLD001.A0101_5M
9	1	VLD001.A0101.SG1.1_5M	merged	Double	VLD001.A0101_5M
1	177470	VLD001.A0102.SG1.2_5M	merged	Single	VLD001.A0102_5M
2	10599	VLD001.A0102.SG1.2_5M	merged	Single	VLD001.A0102_5M
3	596	VLD001.A0102.SG1.2_5M	merged	Single	VLD001.A0102_5M
4	27	VLD001.A0102.SG1.2_5M	merged	Single	VLD001.A0102_5M
5	3	VLD001.A0102.SG1.2_5M	merged	Single	VLD001.A0102_5M
