Species	BAN001.A0101.SG1.1_5M	BAN001.A0101.SG1.1_5M_over50bp	BAN001.A0101.SG1.1_5M_under50bp	BAN001.A0102.SG1.4_5M	BAN001.A0102.SG1.4_5M_over50bp	BAN001.A0102.SG1.4_5M_under50bp	CDM019.A0101.SG1.1_5M	CDM019.A0101.SG1.1_5M_over50bp	CDM019.A0101.SG1.1_5M_under50bp	CDM019.A0102.SG1.4_5M	CDM019.A0102.SG1.4_5M_over50bp	CDM019.A0102.SG1.4_5M_under50bp	CDM020.A0101.SG1.1_5M	CDM020.A0101.SG1.1_5M_over50bp	CDM020.A0101.SG1.1_5M_under50bp	CDM020.A0102.SG1.4_5M	CDM020.A0102.SG1.4_5M_over50bp	CDM020.A0102.SG1.4_5M_under50bp	FUM002.A0101.SG1.1_5M	FUM002.A0101.SG1.1_5M_over50bp	FUM002.A0101.SG1.1_5M_under50bp	FUM002.A0102.SG1.5_5M	FUM002.A0102.SG1.5_5M_over50bp	FUM002.A0102.SG1.5_5M_under50bp	FUM003.A0101.SG1.1_5M	FUM003.A0101.SG1.1_5M_over50bp	FUM003.A0101.SG1.1_5M_under50bp	FUM003.A0102.SG1.4_5M	FUM003.A0102.SG1.4_5M_over50bp	FUM003.A0102.SG1.4_5M_under50bp	GDN001.A0101.SG1.1_5M	GDN001.A0101.SG1.1_5M_over50bp	GDN001.A0101.SG1.1_5M_under50bp	GDN001.A0102.SG1.3_5M	GDN001.A0102.SG1.3_5M_over50bp	GDN001.A0102.SG1.3_5M_under50bp	GOY005.A0101.SG1.2_5M	GOY005.A0101.SG1.2_5M_over50bp	GOY005.A0101.SG1.2_5M_under50bp	GOY005.A0103.SG1.4_5M	GOY005.A0103.SG1.4_5M_over50bp	GOY005.A0103.SG1.4_5M_under50bp	GOY006.A0101.SG1.2_5M	GOY006.A0101.SG1.2_5M_over50bp	GOY006.A0101.SG1.2_5M_under50bp	GOY006.A0102.SG1.5_5M	GOY006.A0102.SG1.5_5M_over50bp	GOY006.A0102.SG1.5_5M_under50bp	PES001.B0101.SG1.3_5M	PES001.B0101.SG1.3_5M_over50bp	PES001.B0101.SG1.3_5M_under50bp	PES001.B0102.SG1.5_5M	PES001.B0102.SG1.5_5M_over50bp	PES001.B0102.SG1.5_5M_under50bp	VLD001.A0101.SG1.1_5M	VLD001.A0101.SG1.1_5M_over50bp	VLD001.A0101.SG1.1_5M_under50bp	VLD001.A0102.SG1.2_5M	VLD001.A0102.SG1.2_5M_over50bp	VLD001.A0102.SG1.2_5M_under50bp
Treponema D parvum	0	0	0	0	0	0	218	170	48	378	275	103	183	148	35	246	177	69	5	2	3	11	7	4	1	0	1	0	0	0	13	10	3	7	4	3	1	0	1	1	0	1	8	4	4	9	6	3	45	38	7	67	43	24	34	26	8	17	8	9
Treponema D socranskii	0	0	0	1	1	0	2061	1640	421	2130	1488	642	920	714	206	909	645	264	15	7	8	9	5	4	1	1	0	3	3	0	62	40	22	100	62	38	21	13	8	21	6	15	45	31	14	34	17	17	154	112	42	172	99	73	35	22	13	34	14	20
Treponema D sp014334325	0	0	0	1	1	0	788	650	138	734	534	200	660	518	142	601	449	152	10	4	6	9	2	7	0	0	0	3	1	2	37	35	2	36	22	14	21	16	5	17	4	13	25	19	6	22	8	14	101	80	21	111	66	45	25	18	7	19	8	11
Treponema D sp014334335	0	0	0	0	0	0	190	139	51	333	231	102	120	90	30	165	124	41	0	0	0	7	3	4	0	0	0	1	0	1	0	0	0	5	2	3	4	3	1	2	1	1	8	4	4	5	5	0	0	0	0	10	7	3	2	1	1	2	2	0
Tropicimonas sabulilitoris	621	502	119	174	97	77	0	0	0	1	1	0	1	1	0	0	0	0	1	1	0	0	0	0	3	3	0	0	0	0	0	0	0	0	0	0	69	65	4	19	15	4	6	5	1	1	1	0	0	0	0	0	0	0	2	1	1	1	1	0
UBA1181 sp900769555	0	0	0	2	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0	1	3	0	3	1	1	0	0	0	0	478	455	23	942	849	93	0	0	0	0	0	0	1	1	0	0	0	0
UBA412 sp002495685	0	0	0	0	0	0	2	1	1	3	3	0	0	0	0	1	0	1	1	0	1	5	2	3	0	0	0	0	0	0	312	282	30	765	599	166	5	5	0	13	5	8	1	0	1	12	7	5	10	10	0	26	18	8	3	2	1	3	1	2
Veillonella sp900757715	1	1	0	3	2	1	10	8	2	31	20	11	6	4	2	16	12	4	2	0	2	8	3	5	15	8	7	10	5	5	0	0	0	0	0	0	145	83	62	193	76	117	96	56	40	116	61	55	38	32	6	86	67	19	8	7	1	11	8	3
W11650 sp002999035	0	0	0	0	0	0	7922	6186	1736	9034	6439	2595	5747	4463	1284	6706	4875	1831	198	98	100	323	152	171	9	4	5	22	5	17	32	21	11	96	50	46	295	153	142	261	110	151	465	287	178	579	277	302	173	131	42	276	194	82	63	43	20	66	30	36
W11650 sp003858485	0	0	0	0	0	0	109	90	19	217	180	37	68	55	13	191	159	32	24	16	8	58	35	23	3	1	2	3	3	0	111	75	36	262	147	115	20	16	4	26	11	15	51	38	13	91	53	38	31	29	2	52	37	15	32	28	4	34	24	10
W5053 sp000467935	0	0	0	0	0	0	6571	5549	1022	14413	11224	3189	2608	2043	565	4881	3656	1225	261	169	92	589	347	242	22	12	10	29	12	17	1863	1215	648	4498	2318	2180	114	75	39	147	69	78	593	421	172	978	474	504	841	712	129	1701	1232	469	138	89	49	244	116	128
WRIP01 sp012520915	0	0	0	0	0	0	387	314	73	921	679	242	62	54	8	190	151	39	127	89	38	226	134	92	10	7	3	9	4	5	12	10	2	46	24	22	12	11	1	8	7	1	47	39	8	57	36	21	71	63	8	95	68	27	0	0	0	2	1	1
Xylophilus sp016428875	0	0	0	0	0	0	2	2	0	1	1	0	2	2	0	0	0	0	1	1	0	0	0	0	448	426	22	329	269	60	0	0	0	0	0	0	6	4	2	3	2	1	8	4	4	4	2	2	1	1	0	0	0	0	3	2	1	1	0	1
Zoogloea sp002028455	1	1	0	0	0	0	1	1	0	0	0	0	1	0	1	0	0	0	2	1	1	1	0	1	4875	4246	629	4186	2810	1376	0	0	0	0	0	0	3	2	1	2	1	1	1	1	0	2	1	1	11	11	0	11	10	1	21	17	4	15	10	5
