number_of_duplications	unique_reads	Sequencing_ID	read_type	Strandedness	Library_ID
19	1	GDN001.A0101.SG1.1	unmerged	Double	GDN001.A0101
20	1	GDN001.A0101.SG1.1	unmerged	Double	GDN001.A0101
22	2	GDN001.A0101.SG1.1	unmerged	Double	GDN001.A0101
26	1	GDN001.A0101.SG1.1	unmerged	Double	GDN001.A0101
27	1	GDN001.A0101.SG1.1	unmerged	Double	GDN001.A0101
28	2	GDN001.A0101.SG1.1	unmerged	Double	GDN001.A0101
39	1	GDN001.A0101.SG1.1	unmerged	Double	GDN001.A0101
55	1	GDN001.A0101.SG1.1	unmerged	Double	GDN001.A0101
89	1	GDN001.A0101.SG1.1	unmerged	Double	GDN001.A0101
1	5553	GDN001.A0102.SG1.3	unmerged	Single	GDN001.A0102
2	586	GDN001.A0102.SG1.3	unmerged	Single	GDN001.A0102
3	74	GDN001.A0102.SG1.3	unmerged	Single	GDN001.A0102
4	15	GDN001.A0102.SG1.3	unmerged	Single	GDN001.A0102
5	5	GDN001.A0102.SG1.3	unmerged	Single	GDN001.A0102
6	1	GDN001.A0102.SG1.3	unmerged	Single	GDN001.A0102
8	1	GDN001.A0102.SG1.3	unmerged	Single	GDN001.A0102
10	1	GDN001.A0102.SG1.3	unmerged	Single	GDN001.A0102
1	447192	GOY005.A0101.SG1.2	unmerged	Double	GOY005.A0101
2	25513	GOY005.A0101.SG1.2	unmerged	Double	GOY005.A0101
3	1733	GOY005.A0101.SG1.2	unmerged	Double	GOY005.A0101
4	102	GOY005.A0101.SG1.2	unmerged	Double	GOY005.A0101
5	10	GOY005.A0101.SG1.2	unmerged	Double	GOY005.A0101
6	1	GOY005.A0101.SG1.2	unmerged	Double	GOY005.A0101
1	15038	GOY005.A0103.SG1.4	unmerged	Single	GOY005.A0103
2	409	GOY005.A0103.SG1.4	unmerged	Single	GOY005.A0103
3	7	GOY005.A0103.SG1.4	unmerged	Single	GOY005.A0103
1	288091	GOY006.A0101.SG1.2	unmerged	Double	GOY006.A0101
2	6575	GOY006.A0101.SG1.2	unmerged	Double	GOY006.A0101
3	388	GOY006.A0101.SG1.2	unmerged	Double	GOY006.A0101
4	80	GOY006.A0101.SG1.2	unmerged	Double	GOY006.A0101
5	16	GOY006.A0101.SG1.2	unmerged	Double	GOY006.A0101
6	6	GOY006.A0101.SG1.2	unmerged	Double	GOY006.A0101
7	3	GOY006.A0101.SG1.2	unmerged	Double	GOY006.A0101
1	29872	GOY006.A0102.SG1.5	unmerged	Single	GOY006.A0102
2	802	GOY006.A0102.SG1.5	unmerged	Single	GOY006.A0102
3	15	GOY006.A0102.SG1.5	unmerged	Single	GOY006.A0102
4	1	GOY006.A0102.SG1.5	unmerged	Single	GOY006.A0102
1	202559	GUE001.A0101.SG1.1	unmerged	Double	GUE001.A0101
2	38189	GUE001.A0101.SG1.1	unmerged	Double	GUE001.A0101
3	12325	GUE001.A0101.SG1.1	unmerged	Double	GUE001.A0101
4	3979	GUE001.A0101.SG1.1	unmerged	Double	GUE001.A0101
5	1308	GUE001.A0101.SG1.1	unmerged	Double	GUE001.A0101
6	386	GUE001.A0101.SG1.1	unmerged	Double	GUE001.A0101
7	110	GUE001.A0101.SG1.1	unmerged	Double	GUE001.A0101
8	22	GUE001.A0101.SG1.1	unmerged	Double	GUE001.A0101
9	7	GUE001.A0101.SG1.1	unmerged	Double	GUE001.A0101
10	1	GUE001.A0101.SG1.1	unmerged	Double	GUE001.A0101
11	1	GUE001.A0101.SG1.1	unmerged	Double	GUE001.A0101
12	1	GUE001.A0101.SG1.1	unmerged	Double	GUE001.A0101
1	5458	GUE001.A0102.SG1.4	unmerged	Single	GUE001.A0102
2	243	GUE001.A0102.SG1.4	unmerged	Single	GUE001.A0102
3	9	GUE001.A0102.SG1.4	unmerged	Single	GUE001.A0102
4	1	GUE001.A0102.SG1.4	unmerged	Single	GUE001.A0102
5	2	GUE001.A0102.SG1.4	unmerged	Single	GUE001.A0102
7	1	GUE001.A0102.SG1.4	unmerged	Single	GUE001.A0102
1	4263616	PES001.B0101.SG1.3	unmerged	Double	PES001.B0101
2	413495	PES001.B0101.SG1.3	unmerged	Double	PES001.B0101
3	48448	PES001.B0101.SG1.3	unmerged	Double	PES001.B0101
4	6377	PES001.B0101.SG1.3	unmerged	Double	PES001.B0101
5	1129	PES001.B0101.SG1.3	unmerged	Double	PES001.B0101
6	288	PES001.B0101.SG1.3	unmerged	Double	PES001.B0101
7	111	PES001.B0101.SG1.3	unmerged	Double	PES001.B0101
8	41	PES001.B0101.SG1.3	unmerged	Double	PES001.B0101
9	27	PES001.B0101.SG1.3	unmerged	Double	PES001.B0101
10	8	PES001.B0101.SG1.3	unmerged	Double	PES001.B0101
11	3	PES001.B0101.SG1.3	unmerged	Double	PES001.B0101
12	1	PES001.B0101.SG1.3	unmerged	Double	PES001.B0101
13	3	PES001.B0101.SG1.3	unmerged	Double	PES001.B0101
15	2	PES001.B0101.SG1.3	unmerged	Double	PES001.B0101
17	1	PES001.B0101.SG1.3	unmerged	Double	PES001.B0101
1	464603	PES001.B0102.SG1.5	unmerged	Single	PES001.B0102
2	13682	PES001.B0102.SG1.5	unmerged	Single	PES001.B0102
3	325	PES001.B0102.SG1.5	unmerged	Single	PES001.B0102
4	29	PES001.B0102.SG1.5	unmerged	Single	PES001.B0102
5	5	PES001.B0102.SG1.5	unmerged	Single	PES001.B0102
6	1	PES001.B0102.SG1.5	unmerged	Single	PES001.B0102
11	1	PES001.B0102.SG1.5	unmerged	Single	PES001.B0102
17	1	PES001.B0102.SG1.5	unmerged	Single	PES001.B0102
34	1	PES001.B0102.SG1.5	unmerged	Single	PES001.B0102
1	92828	SPM002.A0101.SG1.1	unmerged	Double	SPM002.A0101
2	15131	SPM002.A0101.SG1.1	unmerged	Double	SPM002.A0101
3	4400	SPM002.A0101.SG1.1	unmerged	Double	SPM002.A0101
4	1331	SPM002.A0101.SG1.1	unmerged	Double	SPM002.A0101
5	368	SPM002.A0101.SG1.1	unmerged	Double	SPM002.A0101
6	112	SPM002.A0101.SG1.1	unmerged	Double	SPM002.A0101
7	31	SPM002.A0101.SG1.1	unmerged	Double	SPM002.A0101
8	19	SPM002.A0101.SG1.1	unmerged	Double	SPM002.A0101
9	3	SPM002.A0101.SG1.1	unmerged	Double	SPM002.A0101
10	3	SPM002.A0101.SG1.1	unmerged	Double	SPM002.A0101
11	2	SPM002.A0101.SG1.1	unmerged	Double	SPM002.A0101
32	1	SPM002.A0101.SG1.1	unmerged	Double	SPM002.A0101
1	9922	SPM002.A0103.SG1.4	unmerged	Single	SPM002.A0103
2	304	SPM002.A0103.SG1.4	unmerged	Single	SPM002.A0103
3	11	SPM002.A0103.SG1.4	unmerged	Single	SPM002.A0103
1	48785	VLD001.A0101.SG1.1	unmerged	Double	VLD001.A0101
2	2466	VLD001.A0101.SG1.1	unmerged	Double	VLD001.A0101
3	209	VLD001.A0101.SG1.1	unmerged	Double	VLD001.A0101
4	25	VLD001.A0101.SG1.1	unmerged	Double	VLD001.A0101
5	3	VLD001.A0101.SG1.1	unmerged	Double	VLD001.A0101
1	6207	VLD001.A0102.SG1.2	unmerged	Single	VLD001.A0102
2	584	VLD001.A0102.SG1.2	unmerged	Single	VLD001.A0102
3	53	VLD001.A0102.SG1.2	unmerged	Single	VLD001.A0102
4	6	VLD001.A0102.SG1.2	unmerged	Single	VLD001.A0102
5	2	VLD001.A0102.SG1.2	unmerged	Single	VLD001.A0102
1	87926	ZAF001.A0101.SG1.1	unmerged	Double	ZAF001.A0101
2	11971	ZAF001.A0101.SG1.1	unmerged	Double	ZAF001.A0101
3	2397	ZAF001.A0101.SG1.1	unmerged	Double	ZAF001.A0101
4	449	ZAF001.A0101.SG1.1	unmerged	Double	ZAF001.A0101
5	96	ZAF001.A0101.SG1.1	unmerged	Double	ZAF001.A0101
6	17	ZAF001.A0101.SG1.1	unmerged	Double	ZAF001.A0101
7	4	ZAF001.A0101.SG1.1	unmerged	Double	ZAF001.A0101
8	2	ZAF001.A0101.SG1.1	unmerged	Double	ZAF001.A0101
10	1	ZAF001.A0101.SG1.1	unmerged	Double	ZAF001.A0101
17	1	ZAF001.A0101.SG1.1	unmerged	Double	ZAF001.A0101
1	9566	ZAF001.A0103.SG1.4	unmerged	Single	ZAF001.A0103
2	416	ZAF001.A0103.SG1.4	unmerged	Single	ZAF001.A0103
3	14	ZAF001.A0103.SG1.4	unmerged	Single	ZAF001.A0103
4	2	ZAF001.A0103.SG1.4	unmerged	Single	ZAF001.A0103
6	1	ZAF001.A0103.SG1.4	unmerged	Single	ZAF001.A0103
