number_of_duplications	unique_reads	Sequencing_ID	read_type	Strandedness	Library_ID
4	1	GDN001.A0102.SG1.3	unmerged	Single	GDN001.A0102
1	34125	GOY005.A0101.SG1.2	unmerged	Double	GOY005.A0101
2	1712	GOY005.A0101.SG1.2	unmerged	Double	GOY005.A0101
3	102	GOY005.A0101.SG1.2	unmerged	Double	GOY005.A0101
4	2	GOY005.A0101.SG1.2	unmerged	Double	GOY005.A0101
5	3	GOY005.A0101.SG1.2	unmerged	Double	GOY005.A0101
6	1	GOY005.A0101.SG1.2	unmerged	Double	GOY005.A0101
1	1330	GOY005.A0103.SG1.4	unmerged	Single	GOY005.A0103
2	26	GOY005.A0103.SG1.4	unmerged	Single	GOY005.A0103
3	1	GOY005.A0103.SG1.4	unmerged	Single	GOY005.A0103
1	41032	GOY006.A0101.SG1.2	unmerged	Double	GOY006.A0101
2	718	GOY006.A0101.SG1.2	unmerged	Double	GOY006.A0101
3	19	GOY006.A0101.SG1.2	unmerged	Double	GOY006.A0101
1	2522	GOY006.A0102.SG1.5	unmerged	Single	GOY006.A0102
2	68	GOY006.A0102.SG1.5	unmerged	Single	GOY006.A0102
3	1	GOY006.A0102.SG1.5	unmerged	Single	GOY006.A0102
1	251	GUE001.A0101.SG1.1	unmerged	Double	GUE001.A0101
2	62	GUE001.A0101.SG1.1	unmerged	Double	GUE001.A0101
3	14	GUE001.A0101.SG1.1	unmerged	Double	GUE001.A0101
4	6	GUE001.A0101.SG1.1	unmerged	Double	GUE001.A0101
5	1	GUE001.A0101.SG1.1	unmerged	Double	GUE001.A0101
1	12	GUE001.A0102.SG1.4	unmerged	Single	GUE001.A0102
2	1	GUE001.A0102.SG1.4	unmerged	Single	GUE001.A0102
1	856582	PES001.B0101.SG1.3	unmerged	Double	PES001.B0101
2	82675	PES001.B0101.SG1.3	unmerged	Double	PES001.B0101
3	9137	PES001.B0101.SG1.3	unmerged	Double	PES001.B0101
4	1073	PES001.B0101.SG1.3	unmerged	Double	PES001.B0101
5	151	PES001.B0101.SG1.3	unmerged	Double	PES001.B0101
6	19	PES001.B0101.SG1.3	unmerged	Double	PES001.B0101
7	4	PES001.B0101.SG1.3	unmerged	Double	PES001.B0101
8	2	PES001.B0101.SG1.3	unmerged	Double	PES001.B0101
11	1	PES001.B0101.SG1.3	unmerged	Double	PES001.B0101
1	77208	PES001.B0102.SG1.5	unmerged	Single	PES001.B0102
2	2200	PES001.B0102.SG1.5	unmerged	Single	PES001.B0102
3	41	PES001.B0102.SG1.5	unmerged	Single	PES001.B0102
1	1730	SPM002.A0101.SG1.1	unmerged	Double	SPM002.A0101
2	333	SPM002.A0101.SG1.1	unmerged	Double	SPM002.A0101
3	98	SPM002.A0101.SG1.1	unmerged	Double	SPM002.A0101
4	22	SPM002.A0101.SG1.1	unmerged	Double	SPM002.A0101
5	2	SPM002.A0101.SG1.1	unmerged	Double	SPM002.A0101
6	1	SPM002.A0101.SG1.1	unmerged	Double	SPM002.A0101
1	182	SPM002.A0103.SG1.4	unmerged	Single	SPM002.A0103
2	3	SPM002.A0103.SG1.4	unmerged	Single	SPM002.A0103
1	14981	VLD001.A0101.SG1.1	unmerged	Double	VLD001.A0101
2	840	VLD001.A0101.SG1.1	unmerged	Double	VLD001.A0101
3	80	VLD001.A0101.SG1.1	unmerged	Double	VLD001.A0101
4	5	VLD001.A0101.SG1.1	unmerged	Double	VLD001.A0101
1	910	VLD001.A0102.SG1.2	unmerged	Single	VLD001.A0102
2	110	VLD001.A0102.SG1.2	unmerged	Single	VLD001.A0102
3	6	VLD001.A0102.SG1.2	unmerged	Single	VLD001.A0102
4	1	VLD001.A0102.SG1.2	unmerged	Single	VLD001.A0102
5	1	VLD001.A0102.SG1.2	unmerged	Single	VLD001.A0102
1	3810	ZAF001.A0101.SG1.1	unmerged	Double	ZAF001.A0101
2	484	ZAF001.A0101.SG1.1	unmerged	Double	ZAF001.A0101
3	78	ZAF001.A0101.SG1.1	unmerged	Double	ZAF001.A0101
4	18	ZAF001.A0101.SG1.1	unmerged	Double	ZAF001.A0101
1	673	ZAF001.A0103.SG1.4	unmerged	Single	ZAF001.A0103
2	27	ZAF001.A0103.SG1.4	unmerged	Single	ZAF001.A0103
